0,0.012013218795056365,Circle,0.068959253208569,0.8052578434684611,Disabled,0,0.8773827464860354,Disabled,0.39344262295081966,1.0907701048259082,Circle,0.21809585822256813,0.6931633454234805,Disabled,0,0.9287715082837765,Circle,0.3681073025335321,0.9432282422080421,Disabled,0.026473099914602907,1.1288879308111754,Circle,0.016666666666666666,1.12461021861175
0,0.03534362617855674,Circle,0.31201824014455026,0.5204574234853274,Circle,0.7182964574572096,1.2352406349630547,Circle,0.7367589527250823,1.1112438305737988,Circle,0.12043047387254521,0.8840540598180195,Disabled,0.13238770685579196,1.1410648481931487,Circle,0.5601958801514761,1.1473036946583206,Disabled,0.07130657557643039,0.8051522646624392,Circle,0.15,0.9594180871322973
0,0.020120031292636627,Circle,0.1646332789692122,0.8252165751536722,Circle,0.6180904522613065,1.1058781110773563,Disabled,0.819672131147541,1.1342454646951416,Circle,0.3499835687889547,0.9670676293189455,Disabled,0.28368794326241137,0.9097172720744431,Disabled,0.8539493293591655,1.1130658905931565,Circle,0.34244235695986336,1.1456535946860593,Circle,0.016666666666666666,0.9350727664800191
1,0.3607183260425537,Circle,0.8952612187648994,1.123683680946252,Disabled,0.8739101872959776,0.960283859474186,Circle,0.36259918267302244,0.9303624041201286,Disabled,0.6155585948641752,1.0230853680658663,Circle,0.7208182598130312,0.8270816372972557,Disabled,0.42844319960802746,1.1088154034631823,Disabled,0.5128360260394392,1.112316296068568,Circle,0.5435207473924683,1.0397002459948248
0,0.04790679799656455,Disabled,0.21289420946398924,0.9895137129318963,Disabled,0.08765689595329175,0.9319047457415467,Disabled,0.15508935972469187,0.8886193925775814,Circle,0.24481990096475342,1.175901402363015,Disabled,0.5968263854023247,0.9594636659188507,Circle,0.24160943716161293,1.14328985792181,Disabled,0.09573064472192153,1.077139924855626,Circle,0.010905072375853921,1.1795708576771022
1,0.1614665781225098,Circle,0.5294117647058824,1.1652059267839705,Circle,0.8592964824120602,1.184162588292823,Circle,0.9016393442622951,0.8727127425822787,Circle,0.2274860838286723,0.9620137190607623,Circle,0.28368794326241137,0.9009875321371041,Circle,0.676602086438152,0.8893891689062279,Circle,0.2745516652433817,0.891649517684192,Disabled,0.55,1.1717078781750891
0,0.007772328327823341,Circle,0,0.5088730624544461,Disabled,0.6331658291457286,0.9030954300238219,Disabled,0.6885245901639344,0.8844250404379292,Circle,0.29504602421692067,0.8559749444756314,Disabled,0.2541371158392435,1.0524344260483478,Circle,0.4575260804769002,1.0451184784126877,Disabled,0.18872758326216907,0.801209844159667,Circle,0.05,1.1469818312666322
0,0.204346985232724,Disabled,0.04621299623351361,0.9454979752159977,Circle,0.11207370030160882,0.8314336797825704,Disabled,0.4327438441284258,1.0664574345097886,Circle,0.08296925554464264,1.041330314308072,Disabled,0.33213616144366226,1.0404104493925157,Circle,0.22369801932952332,0.89813070851986,Disabled,0.8617685787756084,0.9344789035044871,Disabled,0.46000246086162233,1.0666559237088777
0,0.0624925971820269,Disabled,0.464479872662776,1.0750845901232213,Disabled,0.6839574507200002,1.1877590063087602,Disabled,0.5969357781261685,1.092151539864125,Disabled,0.7437794263065484,0.8382896952436414,Circle,0.004776629627865071,1.127185821269769,Circle,0.05431748311923991,0.8505696031281471,Disabled,0.28380722237932227,1.062820357034832,Circle,0.04317935351378855,1.0981740343022937
1,0.038266646392849636,Circle,0.058823529411764705,0.8372919273376058,Disabled,0.44221105527638194,1.0198099063355046,Disabled,0.2459016393442623,1.0798925726613267,Circle,0.2475762221415895,0.8446057184246489,Circle,0.11702127659574468,1.1439877093694442,Circle,0.819672131147541,1.1564770563194082,Disabled,0.1784799316823228,1.0341614678051738,Circle,0.08333333333333333,0.8748834233168651
1,0.027228803452356034,Circle,0.5592059147207268,0.8387146829229419,Disabled,0.6884422110552764,1.1619927308746307,Circle,0.8852459016393442,1.0674089196354941,Disabled,0,1.1784437382786808,Circle,0,1.121141840200348,Circle,0.7272727272727273,1.0130616659708256,Circle,0.0636208368915457,1.114840693393023,Disabled,0.26666666666666666,1.1494869821075007
